"","gkschid","g1schid","g2schid","g3schid","gktchid","g1tchid","g2tchid","g3tchid","gkfreelunch","g1freelunch","g2freelunch","g3freelunch","gksurban","g1surban","g2surban","g3surban","gktyears","g1tyears","g2tyears","g3tyears","gender","race","g3tmathss","classtype"
"638",123056,123056,123056,123056,12305602,12305606,12305609,12305611,2,2,2,2,3,3,3,3,6,12,6,15,2,1,622,"1"
"639",128076,128076,128076,128076,12807601,12807606,12807609,12807614,2,2,2,2,2,2,2,2,0,0,14,18,1,1,648,"1"
"640",244831,244831,244831,244831,24483101,24483105,24483108,24483112,1,2,1,1,2,2,2,2,12,21,11,8,2,1,612,"1"
"641",130085,130085,130085,130085,13008504,13008508,13008512,13008516,2,2,2,2,2,2,2,2,11,12,11,18,1,1,752,"1"
"642",130085,130085,130085,130085,13008503,13008507,13008511,13008515,2,2,2,2,2,2,2,2,8,29,12,6,2,1,700,"3"
"643",244736,244736,244736,244736,24473603,24473606,24473607,24473611,1,1,1,1,1,1,1,1,6,0,1,14,2,2,596,"1"
"644",244728,244728,244728,244728,24472801,24472804,24472807,24472811,1,1,1,1,1,1,1,1,1,21,5,2,2,2,612,"1"
"645",244727,244727,244727,244727,24472701,24472706,24472714,24472719,2,2,2,2,2,2,2,2,21,3,4,13,2,2,616,"1"
"646",164198,164198,164198,164198,16419801,16419805,16419809,16419813,2,2,2,2,3,3,3,3,13,12,6,16,1,1,620,"3"
"647",164198,164198,164198,164198,16419801,16419805,16419809,16419813,2,2,2,2,3,3,3,3,13,12,6,16,2,1,620,"3"
"648",123056,123056,123056,123056,12305602,12305606,12305609,12305611,2,2,2,2,3,3,3,3,6,12,6,15,2,1,576,"1"
"649",123056,123056,123056,123056,12305602,12305606,12305609,12305611,1,1,2,2,3,3,3,3,6,12,6,15,1,1,610,"1"
"650",168214,168214,168214,168214,16821402,16821406,16821409,16821413,2,2,2,2,3,3,3,3,6,16,8,12,1,1,614,"3"
"651",123056,123056,123056,123056,12305603,12305604,12305607,12305610,2,2,2,2,3,3,3,3,16,10,26,17,2,1,629,"2"
"652",168211,168211,168211,168211,16821103,16821109,16821115,16821119,2,2,2,2,3,3,3,3,15,12,14,1,1,1,626,"1"
"653",123056,123056,123056,123056,12305602,12305606,12305609,12305611,2,2,2,2,3,3,3,3,6,12,6,15,2,1,614,"1"
"654",264945,264945,264945,264945,26494504,26494510,26494514,26494519,2,2,2,2,2,2,2,2,5,6,3,19,2,1,626,"1"
"655",216536,216537,216537,216537,21653604,21653705,21653708,21653714,2,2,2,2,3,3,3,3,22,9,0,7,1,1,678,"1"
"656",264945,264945,264945,264945,26494505,26494510,26494514,26494519,2,2,2,2,2,2,2,2,8,6,3,19,2,1,626,"1"
"657",264945,264945,264945,264945,26494502,26494508,26494516,26494522,2,2,2,2,2,2,2,2,3,27,9,8,2,1,604,"3"
"658",201449,201449,201449,201449,20144902,20144911,20144916,20144923,2,2,2,2,3,3,3,3,12,16,15,15,1,1,618,"3"
"659",244774,244774,244774,244774,24477402,24477409,24477417,24477423,1,1,1,1,1,1,1,1,6,9,33,18,2,2,594,"1"
"660",244727,244727,244727,244727,24472703,24472709,24472712,24472715,1,1,1,1,2,2,2,2,12,2,9,28,1,2,588,"3"
"661",169231,169231,169231,169231,16923102,16923107,16923112,16923116,2,1,1,1,1,1,1,1,9,36,0,1,2,2,606,"1"
"662",244796,244796,244796,244796,24479601,24479607,24479611,24479614,1,1,1,1,1,1,1,1,12,6,28,21,1,2,586,"1"
"663",169229,169229,169229,169229,16922907,16922913,16922923,16922931,2,2,2,2,2,2,2,2,12,20,12,14,1,1,678,"3"
"664",230612,230612,230612,230612,23061201,23061205,23061208,23061211,2,2,2,2,3,3,3,3,6,11,15,5,1,1,614,"3"
"665",169229,169229,169229,169229,16922907,16922915,16922928,16922937,2,2,2,2,2,2,2,2,12,6,15,18,1,2,612,"3"
"666",221574,221574,221574,221574,22157401,22157406,22157411,22157415,2,2,2,2,3,3,3,3,1,15,11,18,2,1,603,"1"
"667",264945,264945,264945,264945,26494505,26494510,26494514,26494519,2,2,2,2,2,2,2,2,8,6,3,19,2,1,678,"1"
"668",244831,244831,244831,244831,24483101,24483105,24483111,24483113,1,2,1,1,2,2,2,2,12,21,4,18,2,1,585,"1"
"669",203452,203452,203452,203452,20345202,20345210,20345212,20345216,2,2,2,2,3,3,3,3,11,4,18,6,1,1,589,"2"
"670",244776,244776,244776,244776,24477603,24477611,24477619,24477622,1,1,1,1,1,1,1,1,5,5,13,3,1,2,597,"3"
"671",189378,189378,189378,189378,18937801,18937808,18937812,18937816,2,2,2,2,3,3,3,3,17,6,12,14,2,1,626,"2"
"672",189378,189378,189378,189378,18937803,18937807,18937811,18937815,1,1,1,1,3,3,3,3,5,15,8,16,1,1,606,"3"
"673",189382,189382,189382,189382,18938202,18938206,18938211,18938215,2,2,2,2,2,2,2,2,15,5,23,9,2,1,599,"2"
"674",189378,189378,189378,189378,18937803,18937807,18937811,18937815,2,1,1,2,3,3,3,3,5,15,8,16,1,1,620,"3"
"675",189382,189382,189382,189382,18938202,18938207,18938209,18938214,2,2,2,2,2,2,2,2,15,18,12,22,2,1,631,"2"
"676",218562,218562,218562,218562,21856204,21856207,21856209,21856213,2,2,2,2,4,4,4,4,0,8,1,7,1,1,655,"2"
"677",189396,189396,189396,189396,18939602,18939606,18939609,18939612,2,1,2,2,3,3,3,3,4,20,18,17,2,1,645,"2"
"678",234628,234628,234628,234628,23462805,23462808,23462816,23462821,2,2,2,2,3,3,3,3,8,23,23,21,1,1,645,"2"
"679",189382,189382,189382,189382,18938203,18938208,18938212,18938216,2,2,2,2,2,2,2,2,14,11,12,29,1,1,726,"3"
"680",244723,244723,244723,244723,24472302,24472310,24472315,24472322,1,1,1,1,1,1,1,1,2,25,4,22,1,2,629,"1"
"681",191411,191411,191411,191411,19141101,19141104,19141107,19141110,2,1,1,1,3,3,3,3,8,1,8,9,2,1,639,"1"
"682",170295,170295,170295,170295,17029503,17029508,17029511,17029515,2,2,2,2,3,3,3,3,2,3,13,8,1,1,700,"1"
"683",170295,170295,170295,170295,17029502,17029505,17029509,17029513,1,1,1,2,3,3,3,3,14,1,8,19,1,1,604,"3"
"684",170295,170295,170295,170295,17029502,17029507,17029510,17029514,2,2,2,2,3,3,3,3,14,11,2,15,1,1,667,"3"
"685",244727,244727,244727,244727,24472702,24472708,24472713,24472718,1,2,1,2,2,2,2,2,4,4,4,7,2,2,586,"2"
"686",201449,201449,201449,201449,20144905,20144913,20144920,20144927,1,1,1,1,3,3,3,3,10,42,0,23,2,1,593,"2"
"687",201449,201449,201449,201449,20144902,20144910,20144919,20144925,1,1,2,1,3,3,3,3,12,9,8,15,2,2,614,"3"
"688",203452,203452,203452,203452,20345201,20345208,20345215,20345220,2,2,2,2,3,3,3,3,19,1,11,31,1,1,631,"1"
"689",203452,203452,203452,203452,20345202,20345209,20345212,20345216,2,2,2,2,3,3,3,3,11,19,18,6,2,1,586,"2"
"690",205488,205488,205488,205488,20548803,20548804,20548811,20548815,2,2,2,2,2,2,2,2,4,18,15,12,2,1,606,"1"
"691",244708,244708,244708,244708,24470802,24470808,24470817,24470822,1,1,1,1,1,1,1,1,1,1,30,33,1,2,596,"1"
"692",128079,128079,128079,128079,12807903,12807905,12807908,12807913,2,2,2,2,3,3,3,3,8,7,15,13,1,1,700,"1"
"693",208501,208501,208501,208501,20850102,20850106,20850109,20850113,2,2,2,2,3,3,3,3,12,21,14,9,2,1,672,"3"
"694",209510,209510,209510,209510,20951005,20951011,20951016,20951022,1,2,2,2,3,3,3,3,15,4,1,1,1,1,691,"1"
"695",209510,209510,209510,209510,20951002,20951008,20951012,20951018,1,1,1,1,3,3,3,3,3,8,13,4,1,1,655,"3"
"696",209510,209510,209510,209510,20951004,20951011,20951016,20951022,1,1,1,1,3,3,3,3,10,4,1,1,1,1,672,"1"
"697",159171,159171,159171,159171,15917105,15917109,15917113,15917120,1,1,1,1,3,3,3,3,16,5,31,8,1,2,570,"2"
"698",159171,159171,159171,159171,15917103,15917107,15917114,15917120,2,1,2,1,3,3,3,3,10,1,2,8,2,2,574,"2"
"699",208503,208503,208503,208503,20850302,20850304,20850309,20850314,2,2,2,2,3,3,3,3,8,3,12,14,1,1,672,"1"
"700",259915,259915,259915,259915,25991502,25991507,25991511,25991514,2,2,2,2,3,3,3,3,15,2,19,0,1,1,562,"3"
"701",208503,208503,208503,208503,20850302,20850304,20850309,20850314,1,1,1,1,3,3,3,3,8,3,12,14,2,1,629,"1"
"702",159171,159171,159171,159171,15917104,15917111,15917116,15917123,1,1,1,1,3,3,3,3,6,1,5,12,1,2,622,"1"
"703",193423,193423,193423,193423,19342301,19342305,19342310,19342315,1,1,2,1,3,3,3,3,6,6,10,14,2,1,618,"1"
"704",221574,221574,221574,221574,22157403,22157407,22157409,22157413,2,2,2,2,3,3,3,3,8,10,18,11,1,2,616,"1"
"705",221571,221571,221571,221571,22157102,22157111,22157114,22157119,2,2,2,2,3,3,3,3,3,21,39,6,1,1,626,"1"
"706",221571,221571,221571,221571,22157103,22157107,22157116,22157121,2,2,2,2,3,3,3,3,13,5,15,9,2,1,603,"2"
"707",225585,225585,225585,225585,22558503,22558507,22558512,22558516,2,2,2,2,3,3,3,3,13,11,13,17,1,1,651,"2"
"708",225585,225585,225585,225585,22558504,22558505,22558509,22558513,2,2,2,2,3,3,3,3,13,3,11,4,2,1,591,"3"
"709",225585,225585,225585,225585,22558504,22558505,22558509,22558513,2,2,2,2,3,3,3,3,13,3,11,4,1,1,631,"3"
"710",231616,231616,231616,231616,23161602,23161605,23161610,23161614,2,2,2,2,3,3,3,3,9,5,0,15,2,1,659,"1"
"711",234628,234628,234628,234628,23462805,23462808,23462816,23462821,2,2,2,2,3,3,3,3,8,23,23,21,2,1,616,"2"
"712",234628,234628,234628,234628,23462803,23462809,23462814,23462819,2,2,2,2,3,3,3,3,9,9,5,3,1,1,594,"3"
"713",164198,164198,164198,164198,16419801,16419805,16419809,16419813,2,2,2,2,3,3,3,3,13,12,6,16,1,1,636,"3"
"714",203452,203452,203452,203452,20345201,20345207,20345215,20345220,2,2,2,2,3,3,3,3,19,7,11,31,2,1,700,"1"
"715",230612,230612,230612,230612,23061202,23061206,23061209,23061212,2,1,2,2,3,3,3,3,4,8,9,9,2,1,622,"1"
"716",218562,218562,218562,218562,21856202,21856208,21856212,21856216,2,2,2,2,4,4,4,4,8,12,13,7,1,1,636,"3"
"717",253888,253888,253888,253888,25388803,25388806,25388809,25388812,1,1,1,1,3,3,3,3,5,10,25,2,1,1,624,"1"
"718",257899,257899,257899,257899,25789902,25789909,25789913,25789919,2,2,2,2,3,3,3,3,13,6,20,19,1,1,583,"1"
"719",257899,257899,257899,257899,25789902,25789910,25789914,25789919,2,2,1,2,3,3,3,3,13,14,17,19,1,1,612,"1"
"720",253888,253888,253888,253888,25388803,25388806,25388809,25388812,2,2,2,2,3,3,3,3,5,10,25,2,1,1,618,"1"
"721",257905,257905,257905,257905,25790502,25790508,25790517,25790524,2,2,2,2,4,4,4,4,14,18,12,19,1,1,629,"1"
"722",257905,257905,257905,257905,25790502,25790510,25790519,25790526,2,2,2,2,4,4,4,4,14,20,22,8,1,1,663,"1"
"723",257905,257905,257905,257905,25790505,25790514,25790516,25790523,2,2,2,2,4,4,4,4,14,10,19,16,1,1,565,"3"
"724",212522,212522,212522,212522,21252202,21252210,21252211,21252216,1,1,1,1,4,4,4,4,13,0,12,31,1,1,589,"3"
"725",130085,130085,130085,130085,13008502,13008508,13008512,13008516,2,2,2,2,2,2,2,2,7,12,11,18,2,1,672,"1"
"726",164198,164198,164198,164198,16419802,16419806,16419807,16419811,1,1,1,1,3,3,3,3,12,8,33,2,1,1,651,"1"
"727",191411,191411,191411,191411,19141101,19141104,19141107,19141110,2,1,1,1,3,3,3,3,8,1,8,9,2,1,655,"1"
"728",161176,161176,161176,161176,16117602,16117608,16117609,16117613,2,1,2,2,3,3,3,3,2,31,1,12,2,1,691,"3"
"729",176329,176329,176329,176329,17632903,17632905,17632911,17632915,1,1,1,1,3,3,3,3,4,27,10,4,1,1,659,"1"
"730",168214,168214,168214,168214,16821402,16821406,16821409,16821413,2,2,2,2,3,3,3,3,6,16,8,12,2,1,612,"3"
"731",168214,168214,168214,168214,16821403,16821405,16821408,16821412,1,2,1,2,3,3,3,3,16,11,31,7,2,1,651,"2"
"732",168214,168214,168214,168214,16821403,16821405,16821408,16821412,1,1,1,1,3,3,3,3,16,11,31,7,1,1,642,"2"
"733",168211,168211,168211,168211,16821103,16821109,16821115,16821119,1,1,1,1,3,3,3,3,15,12,14,1,1,1,624,"1"
"734",165199,165199,165199,165199,16519901,16519904,16519907,16519910,2,2,2,2,4,4,4,4,12,15,14,36,2,1,726,"1"
"735",169280,169280,169280,169280,16928002,16928006,16928008,16928012,1,2,2,1,2,2,2,2,13,3,14,30,2,2,604,"2"
"736",169280,169280,169280,169280,16928001,16928005,16928010,16928015,2,2,2,2,2,2,2,2,12,4,1,24,2,1,614,"1"
"737",264945,264945,264945,264945,26494502,26494507,26494511,26494517,2,2,2,2,2,2,2,2,3,6,1,16,1,1,576,"3"
"738",169229,169229,169229,169229,16922903,16922917,16922920,16922932,2,2,2,2,2,2,2,2,13,12,17,5,2,1,639,"2"
"739",169229,169229,169229,169229,16922905,16922909,16922927,16922935,2,2,2,2,2,2,2,2,10,9,8,17,1,1,678,"1"
"740",169229,169229,169229,169229,16922901,16922910,16922922,16922934,2,2,2,2,2,2,2,2,15,23,33,15,1,1,655,"1"
"741",264945,264945,264945,264945,26494505,26494510,26494514,26494519,2,2,2,2,2,2,2,2,8,6,3,19,2,1,645,"1"
"742",264945,264945,264945,264945,26494502,26494508,26494516,26494522,2,2,2,2,2,2,2,2,3,27,9,8,2,1,606,"3"
"743",264945,264945,264945,264945,26494505,26494510,26494512,26494518,2,2,2,2,2,2,2,2,8,6,9,6,2,1,626,"1"
"744",169231,169231,169231,169231,16923103,16923106,16923111,16923115,1,1,1,1,1,1,1,1,3,14,13,19,2,2,608,"2"
"745",169231,169231,169231,169231,16923101,16923105,16923110,16923114,2,2,2,2,1,1,1,1,9,7,10,7,2,1,612,"3"
"746",201449,201449,201449,201449,20144901,20144907,20144918,20144926,2,2,2,2,3,3,3,3,4,8,18,12,2,1,604,"1"
"747",221574,221574,221574,221574,22157403,22157407,22157409,22157413,2,2,2,2,3,3,3,3,8,10,18,11,2,1,626,"1"
"748",264945,264945,264945,264945,26494505,26494509,26494512,26494518,2,2,2,2,2,2,2,2,8,9,9,6,2,1,593,"1"
"749",169280,169280,169280,169280,16928001,16928005,16928010,16928015,1,2,2,2,2,2,2,2,12,4,1,24,1,1,596,"1"
"750",201449,201449,201449,201449,20144901,20144907,20144918,20144926,1,1,1,1,3,3,3,3,4,8,18,12,1,1,634,"1"
"751",169229,169229,169229,169229,16922901,16922909,16922927,16922935,2,2,2,2,2,2,2,2,15,9,8,17,2,1,588,"1"
"752",169219,169219,169219,169219,16921901,16921904,16921911,16921917,2,2,2,2,2,2,2,2,14,13,2,6,2,1,631,"1"
"753",201449,201449,201449,201449,20144906,20144908,20144918,20144926,2,2,2,2,3,3,3,3,7,7,18,12,2,1,642,"1"
"754",173312,173312,173312,173312,17331203,17331207,17331209,17331214,2,2,2,2,3,3,3,3,13,16,4,14,1,1,672,"3"
"755",173312,173312,173312,173312,17331202,17331206,17331210,17331213,2,2,2,2,3,3,3,3,11,16,13,37,1,1,639,"2"
"756",173312,173312,173312,173312,17331202,17331206,17331208,17331213,2,2,2,2,3,3,3,3,11,16,25,37,1,1,601,"2"
"757",176329,176329,176329,176329,17632901,17632906,17632909,17632913,1,1,1,1,3,3,3,3,2,1,12,3,2,1,659,"2"
"758",165199,165199,165199,165199,16519901,16519904,16519907,16519910,2,2,2,2,4,4,4,4,12,15,14,36,2,1,678,"1"
"759",123056,123056,123056,123056,12305603,12305604,12305607,12305610,1,1,1,1,3,3,3,3,16,10,26,17,2,1,582,"2"
"760",189378,189378,189378,189378,18937803,18937806,18937810,18937813,2,2,2,2,3,3,3,3,5,23,20,9,2,1,678,"3"
"761",218562,218562,218562,218562,21856201,21856205,21856210,21856214,2,2,2,2,4,4,4,4,14,5,9,13,2,1,622,"1"
"762",189382,189382,189382,189382,18938201,18938205,18938210,18938213,2,2,2,2,2,2,2,2,17,19,17,17,2,1,639,"1"
"763",189382,189382,189382,189382,18938202,18938206,18938211,18938215,2,2,2,2,2,2,2,2,15,5,23,9,2,1,618,"2"
"764",189396,189396,189396,189396,18939601,18939604,18939608,18939613,2,2,2,2,3,3,3,3,5,13,21,3,2,1,672,"1"
"765",191411,191411,191411,191411,19141102,19141105,19141108,19141111,1,1,1,1,3,3,3,3,8,18,6,17,1,1,591,"3"
"766",191411,191411,191411,191411,19141102,19141105,19141108,19141111,2,1,1,1,3,3,3,3,8,18,6,17,1,1,594,"3"
"767",201449,201449,201449,201449,20144906,20144908,20144914,20144921,1,2,2,2,3,3,3,3,7,7,3,1,1,1,636,"1"
"768",170295,170295,170295,170295,17029503,17029508,17029511,17029515,1,1,1,1,3,3,3,3,2,3,13,8,1,1,610,"1"
"769",162184,162184,162184,162184,16218404,16218408,16218412,16218416,1,1,1,1,3,3,3,3,2,19,12,3,1,1,684,"1"
"770",162184,162184,162184,162184,16218403,16218406,16218411,16218413,2,2,1,1,3,3,3,3,6,15,5,31,1,1,667,"1"
"771",203452,203452,203452,203452,20345205,20345209,20345213,20345218,2,2,2,2,3,3,3,3,20,19,19,22,1,1,591,"2"
"772",203452,203452,203452,203452,20345202,20345210,20345213,20345218,2,2,1,1,3,3,3,3,11,4,19,22,2,2,594,"2"
"773",205492,205492,205492,205492,20549201,20549205,20549208,20549213,2,1,1,1,2,2,2,2,0,2,7,17,1,2,531,"3"
"774",203452,203452,203452,203452,20345202,20345209,20345212,20345216,2,2,2,2,3,3,3,3,11,19,18,6,2,3,655,"2"
"775",212522,212522,212522,212522,21252201,21252210,21252211,21252216,1,2,2,2,4,4,4,4,13,0,12,31,2,1,565,"3"
"776",205488,205488,205488,205488,20548803,20548804,20548811,20548815,2,1,1,1,2,2,2,2,4,18,15,12,1,1,610,"1"
"777",205488,205488,205488,205488,20548802,20548806,20548809,20548813,2,2,2,2,2,2,2,2,12,19,19,24,2,1,655,"2"
"778",161183,161183,161183,161183,16118303,16118311,16118314,16118320,1,2,2,2,3,3,3,3,6,7,10,18,1,1,589,"1"
"779",205492,205492,205492,205492,20549202,20549207,20549210,20549215,1,1,1,1,2,2,2,2,3,1,12,7,2,2,519,"1"
"780",205490,205490,205490,205490,20549001,20549006,20549009,20549012,1,1,1,1,1,1,1,1,3,1,8,18,1,2,583,"1"
"781",209510,209510,209510,209510,20951005,20951011,20951016,20951023,2,2,2,2,3,3,3,3,15,4,1,24,2,1,726,"1"
"782",208501,208501,208501,208501,20850104,20850105,20850112,20850116,2,2,2,2,3,3,3,3,5,16,18,12,1,1,700,"1"
"783",208503,208503,208503,208503,20850303,20850305,20850308,20850311,2,2,2,2,3,3,3,3,3,11,15,8,1,1,585,"3"
"784",259915,259915,259915,259915,25991503,25991506,25991509,25991513,1,1,1,1,3,3,3,3,5,12,2,1,2,1,564,"2"
"785",208503,208503,208503,208503,20850301,20850306,20850307,20850310,2,2,2,2,3,3,3,3,8,13,18,13,1,1,596,"2"
"786",208501,208501,208501,208501,20850102,20850106,20850109,20850113,2,2,2,2,3,3,3,3,12,21,14,9,2,1,752,"3"
"787",215533,215533,215533,215533,21553305,21553311,21553317,21553325,2,2,2,2,3,3,3,3,4,26,9,5,1,1,711,"1"
"788",215533,215533,215533,215533,21553304,21553308,21553319,21553320,2,2,2,2,3,3,3,3,9,9,31,0,2,1,684,"3"
"789",193423,193423,193423,193423,19342303,19342307,19342314,19342318,2,1,1,1,3,3,3,3,12,17,9,9,2,1,642,"3"
"790",193423,193423,193423,193423,19342304,19342309,19342313,19342316,2,2,2,2,3,3,3,3,13,12,13,8,1,1,608,"2"
"791",215533,215533,215533,215533,21553304,21553309,21553319,21553321,2,1,1,1,3,3,3,3,9,16,31,5,1,1,639,"3"
"792",230612,230612,230612,230612,23061203,23061204,23061207,23061210,2,1,1,1,3,3,3,3,6,8,19,0,1,1,634,"2"
"793",244831,244831,244831,244831,24483102,24483106,24483110,24483115,2,2,2,1,2,2,2,2,18,18,7,8,2,1,612,"2"
"794",159171,159171,159171,159171,15917105,15917109,15917113,15917120,1,1,1,1,3,3,3,3,16,5,31,8,2,2,565,"2"
"795",221571,221571,221571,221571,22157101,22157107,22157116,22157121,2,2,2,2,3,3,3,3,3,5,15,9,1,2,593,"2"
"796",221574,221574,221574,221574,22157404,22157405,22157410,22157414,2,2,2,2,3,3,3,3,2,11,19,3,2,1,579,"2"
"797",221571,221571,221571,221571,22157104,22157110,22157112,22157117,2,2,2,2,3,3,3,3,21,4,29,11,2,1,588,"1"
"798",221574,221574,221574,221574,22157402,22157408,22157412,22157416,2,2,2,2,3,3,3,3,8,11,6,7,2,1,624,"3"
"799",221571,221571,221571,221571,22157102,22157111,22157114,22157119,2,2,2,2,3,3,3,3,3,21,39,6,2,1,549,"1"
"800",221571,221571,221571,221571,22157102,22157110,22157112,22157117,2,2,2,2,3,3,3,3,3,4,29,11,1,1,667,"1"
"801",164198,164198,164198,164198,16419801,16419805,16419809,16419813,1,2,2,2,3,3,3,3,13,12,6,16,2,1,594,"3"
"802",225585,225585,225585,225585,22558501,22558507,22558512,22558516,2,2,2,2,3,3,3,3,13,11,13,17,1,1,582,"2"
"803",228606,228606,228606,228606,22860602,22860605,22860610,22860614,2,2,2,2,3,3,3,3,13,9,19,11,1,1,678,"2"
"804",231616,231616,231616,231616,23161602,23161605,23161610,23161614,1,1,1,2,3,3,3,3,9,5,0,15,2,1,655,"1"
"805",231616,231616,231616,231616,23161601,23161604,23161608,23161612,2,2,2,2,3,3,3,3,12,39,9,16,1,1,659,"3"
"806",162184,162184,162184,162184,16218401,16218405,16218410,16218415,1,1,1,1,3,3,3,3,4,12,1,18,2,1,678,"2"
"807",261927,261927,261927,261927,26192703,26192709,26192713,26192717,2,2,2,2,3,3,3,3,3,17,17,13,2,1,593,"1"
"808",162184,162184,162184,162184,16218404,16218406,16218411,16218413,1,2,2,2,3,3,3,3,2,15,5,31,1,1,626,"1"
"809",234628,234628,234628,234628,23462804,23462807,23462812,23462817,2,2,2,2,3,3,3,3,10,21,10,17,1,1,624,"1"
"810",216536,216537,216537,216537,21653605,21653704,21653707,21653723,2,2,2,2,3,3,3,3,1,0,20,28,1,1,614,"2"
"811",244697,244697,244697,244697,24469705,24469711,24469714,24469719,1,1,1,1,1,1,1,1,14,4,26,7,2,2,618,"1"
"812",244839,244839,244839,244839,24483905,24483906,24483911,24483916,1,1,1,1,2,2,2,2,11,4,28,11,2,2,579,"1"
"813",244776,244776,244776,244776,24477607,24477614,24477615,24477620,1,1,1,1,1,1,1,1,7,1,16,0,2,2,586,"2"
"814",244799,244799,244799,244799,24479903,24479908,24479913,24479918,2,2,1,1,2,2,2,2,5,23,10,24,2,2,667,"1"
"815",216536,216537,216537,216537,21653603,21653705,21653708,21653714,1,1,1,1,3,3,3,3,8,9,0,7,2,1,616,"1"
"816",228606,228606,228606,228606,22860601,22860606,22860611,22860615,2,2,2,2,3,3,3,3,8,23,21,36,2,1,639,"3"
"817",257899,257899,257899,257899,25789905,25789908,25789911,25789917,2,2,2,2,3,3,3,3,12,13,16,10,1,1,659,"3"
"818",257899,257899,257899,257899,25789902,25789909,25789913,25789920,2,2,2,2,3,3,3,3,13,6,20,10,1,1,593,"1"
"819",257905,257905,257905,257905,25790501,25790508,25790519,25790526,2,1,1,1,4,4,4,4,7,18,22,8,2,1,589,"1"
"820",252885,252885,252885,252885,25288501,25288505,25288512,25288517,1,1,1,1,3,3,3,3,14,39,8,0,2,1,620,"1"
"821",128076,128076,128076,128076,12807602,12807607,12807611,12807615,2,2,2,2,2,2,2,2,8,8,22,15,2,1,624,"2"
"822",161183,161183,161183,161183,16118301,16118307,16118316,16118321,2,2,2,2,3,3,3,3,12,8,10,13,2,1,622,"2"
"823",161183,161183,161183,161183,16118301,16118308,16118316,16118321,2,2,2,2,3,3,3,3,12,15,10,13,2,1,651,"2"
"824",161183,161183,161183,161183,16118303,16118312,16118315,16118319,1,1,1,1,3,3,3,3,6,12,14,10,1,1,634,"1"
"825",162184,162184,162184,162184,16218402,16218407,16218409,16218414,1,1,1,1,3,3,3,3,5,2,22,10,2,1,550,"3"
"826",164198,164198,164198,164198,16419803,16419804,16419808,16419812,2,2,2,2,3,3,3,3,4,2,2,13,1,1,642,"2"
"827",164198,164198,164198,164198,16419802,16419806,16419807,16419811,1,2,2,2,3,3,3,3,12,8,33,2,1,1,700,"1"
"828",205492,205492,205492,205492,20549203,20549206,20549212,20549217,1,1,1,1,2,2,2,2,24,7,3,14,1,2,593,"2"
"829",164198,164198,164198,164198,16419803,16419804,16419808,16419812,2,2,2,2,3,3,3,3,4,2,2,13,1,1,608,"2"
"830",168214,168214,168214,168214,16821402,16821406,16821409,16821413,2,2,2,2,3,3,3,3,6,16,8,12,2,1,672,"3"
"831",168211,168211,168211,168211,16821105,16821108,16821112,16821117,1,1,2,1,3,3,3,3,14,13,11,14,1,1,700,"3"
"832",168211,168211,168211,168211,16821102,16821108,16821112,16821117,2,2,2,2,3,3,3,3,27,13,11,14,2,1,642,"3"
"833",168214,168214,168214,168214,16821403,16821405,16821408,16821412,2,2,2,2,3,3,3,3,16,11,31,7,1,1,684,"2"
"834",168214,168214,168214,168214,16821402,16821406,16821409,16821413,2,2,2,2,3,3,3,3,6,16,8,12,1,1,631,"3"
"835",168214,168214,168214,168214,16821401,16821404,16821410,16821414,2,2,2,2,3,3,3,3,6,13,14,18,1,1,700,"1"
"836",168211,168211,168211,168211,16821104,16821106,16821113,16821119,2,2,2,2,3,3,3,3,8,16,2,1,2,1,636,"1"
"837",169229,169229,169229,169229,16922906,16922908,16922921,16922936,2,2,2,2,2,2,2,2,16,14,16,9,2,1,624,"1"
"838",262937,262937,262937,262937,26293703,26293708,26293712,26293717,2,2,2,2,2,2,2,2,18,18,15,5,1,1,691,"1"
"839",169280,169280,169280,169280,16928001,16928004,16928011,16928014,2,2,2,2,2,2,2,2,12,23,15,20,2,1,659,"1"
"840",262937,262937,262937,262937,26293704,26293708,26293710,26293715,2,2,2,2,2,2,2,2,8,18,19,13,1,1,636,"1"
"841",169229,169229,169229,169229,16922901,16922910,16922922,16922934,1,1,1,2,2,2,2,2,15,23,33,15,2,1,672,"1"
"842",169280,169280,169280,169280,16928003,16928007,16928009,16928013,2,2,2,2,2,2,2,2,7,4,19,19,2,1,568,"3"
"843",264945,264945,264945,264945,26494502,26494508,26494516,26494522,2,2,2,2,2,2,2,2,3,27,9,8,2,1,596,"3"
"844",169219,169219,169219,169219,16921901,16921904,16921911,16921917,2,2,2,2,2,2,2,2,14,13,2,6,1,1,616,"1"
"845",173312,173312,173312,173312,17331203,17331207,17331209,17331214,2,2,2,2,3,3,3,3,13,16,4,14,2,1,659,"3"
"846",173312,173312,173312,173312,17331201,17331204,17331211,17331215,2,2,2,2,3,3,3,3,11,31,14,14,2,1,639,"1"
"847",191411,191411,191411,191411,19141101,19141104,19141107,19141110,2,1,1,1,3,3,3,3,8,1,8,9,1,1,565,"1"
"848",161183,161183,161183,161183,16118304,16118310,16118317,16118322,2,2,2,2,3,3,3,3,10,7,13,7,2,1,576,"3"
"849",203452,203452,203452,203452,20345204,20345206,20345214,20345219,1,2,2,2,3,3,3,3,5,28,4,16,2,1,618,"3"
"850",189382,189382,189382,189382,18938201,18938205,18938210,18938213,2,2,2,2,2,2,2,2,17,19,17,17,1,1,639,"1"
